match_id,team_id,team,player_name,position,shirt_number
497653,61,Chelsea FC,Raheem Sterling,RW,9
497653,61,Chelsea FC,Nicolas Jackson,ST,10
497653,61,Chelsea FC,Christopher Nkunku,LW,11
497651,338,Leicester City FC,Player 1,GK,1
497651,338,Leicester City FC,Player 2,CB,2
497651,338,Leicester City FC,Player 3,CB,3
497651,338,Leicester City FC,Player 4,CB,4
497651,338,Leicester City FC,Player 5,RM,5
497651,338,Leicester City FC,Player 6,CM,6
497651,338,Leicester City FC,Player 7,CM,7
497651,338,Leicester City FC,Player 8,CM,8
497651,338,Leicester City FC,Player 9,LM,9
497651,338,Leicester City FC,Player 10,ST,10
497651,338,Leicester City FC,Player 11,ST,11
497651,57,Arsenal FC,David Raya,GK,1
497651,57,Arsenal FC,Ben White,RB,2
497651,57,Arsenal FC,William Saliba,CB,3
497651,57,Arsenal FC,Gabriel Magalhães,CB,4
497651,57,Arsenal FC,Oleksandr Zinchenko,LB,5
497651,57,Arsenal FC,Thomas Partey,CM,6
497651,57,Arsenal FC,Martin Ødegaard,CM,7
497651,57,Arsenal FC,Bukayo Saka,CM,8
497651,57,Arsenal FC,Leandro Trossard,RW,9
497651,57,Arsenal FC,Gabriel Martinelli,ST,10
497651,57,Arsenal FC,Kai Havertz,LW,11
497650,340,Southampton FC,Aaron Ramsdale,GK,1
497650,340,Southampton FC,Kyle Walker-Peters,RB,2
497650,340,Southampton FC,Jan Bednarek,CB,3
497650,340,Southampton FC,Mohammed Salisu,CB,4
497650,340,Southampton FC,Romain Perraud,LB,5
497650,340,Southampton FC,Stuart Armstrong,RM,6
497650,340,Southampton FC,Adam Armstrong,CM,7
497650,340,Southampton FC,Che Adams,CM,8
497650,340,Southampton FC,Sékou Mara,LM,9
497650,340,Southampton FC,Tyler Dibling,ST,10
497650,340,Southampton FC,Kamaldeen Sulemana,ST,11
497650,1044,AFC Bournemouth,Player 1,GK,1
497650,1044,AFC Bournemouth,Player 2,RB,2
497650,1044,AFC Bournemouth,Player 3,CB,3
497650,1044,AFC Bournemouth,Player 4,CB,4
497650,1044,AFC Bournemouth,Player 5,LB,5
497650,1044,AFC Bournemouth,Player 6,RM,6
497650,1044,AFC Bournemouth,Player 7,CM,7
497650,1044,AFC Bournemouth,Player 8,CM,8
497650,1044,AFC Bournemouth,Player 9,LM,9
497650,1044,AFC Bournemouth,Player 10,ST,10
497650,1044,AFC Bournemouth,Player 11,ST,11
497652,563,West Ham United FC,Lukasz Fabianski,GK,1
497652,563,West Ham United FC,Vladimir Coufal,CB,2
497652,563,West Ham United FC,Kurt Zouma,CB,3
497652,563,West Ham United FC,Nayef Aguerd,CB,4
497652,563,West Ham United FC,Emerson Palmieri,RM,5
497652,563,West Ham United FC,Lucas Paquetá,CM,6
497652,563,West Ham United FC,Tomáš Souček,CM,7
497652,563,West Ham United FC,Jarrod Bowen,CM,8
497652,563,West Ham United FC,Michail Antonio,LM,9
497652,563,West Ham United FC,Mohammed Kudus,ST,10
497652,563,West Ham United FC,Edson Álvarez,ST,11
497652,402,Brentford FC,Mark Flekken,GK,1
497652,402,Brentford FC,Aaron Hickey,RB,2
497652,402,Brentford FC,Ethan Pinnock,CB,3
497652,402,Brentford FC,Ben Mee,CB,4
497652,402,Brentford FC,Rico Henry,LB,5
497652,402,Brentford FC,Mathias Jensen,CM,6
497652,402,Brentford FC,Christian Nørgaard,CM,7
497652,402,Brentford FC,Bryan Mbeumo,CM,8
497652,402,Brentford FC,Yoane Wissa,RW,9
497652,402,Brentford FC,Ivan Toney,ST,10
497652,402,Brentford FC,Vitaly Janelt,LW,11
497655,58,Aston Villa FC,Emiliano Martínez,GK,1
497655,58,Aston Villa FC,Matty Cash,RB,2
497655,58,Aston Villa FC,Pau Torres,CB,3
497655,58,Aston Villa FC,Ezri Konsa,CB,4
497655,58,Aston Villa FC,Lucas Digne,LB,5
497655,58,Aston Villa FC,John McGinn,CDM,6
497655,58,Aston Villa FC,Douglas Luiz,CDM,7
497655,58,Aston Villa FC,Boubacar Kamara,RM,8
497655,58,Aston Villa FC,Léon Bailey,CAM,9
497655,58,Aston Villa FC,Ollie Watkins,LM,10
497655,58,Aston Villa FC,Moussa Diaby,ST,11
497655,349,Ipswich Town FC,Christian Walton,GK,1
497655,349,Ipswich Town FC,Leif Davis,RB,2
497655,349,Ipswich Town FC,Luke Woolfenden,CB,3
497655,349,Ipswich Town FC,Janoi Donacien,CB,4
497655,349,Ipswich Town FC,Harry Clarke,LB,5
497655,349,Ipswich Town FC,Sam Morsy,RM,6
497655,349,Ipswich Town FC,Wes Burns,CM,7
497655,349,Ipswich Town FC,Conor Chaplin,CM,8
497655,349,Ipswich Town FC,Freddie Ladapo,LM,9
497655,349,Ipswich Town FC,Omari Hutchinson,ST,10
497655,349,Ipswich Town FC,Liam Delap,ST,11
497657,65,Manchester City FC,Ederson,GK,1
497657,65,Manchester City FC,Kyle Walker,RB,2
497657,65,Manchester City FC,Rúben Dias,CB,3
497657,65,Manchester City FC,Manuel Akanji,CB,4
497657,65,Manchester City FC,João Cancelo,LB,5
497657,65,Manchester City FC,Rodri,CDM,6
497657,65,Manchester City FC,Kevin De Bruyne,CDM,7
497657,65,Manchester City FC,Bernardo Silva,RM,8
497657,65,Manchester City FC,Phil Foden,CAM,9
497657,65,Manchester City FC,Jack Grealish,LM,10
497657,65,Manchester City FC,Erling Haaland,ST,11
497657,67,Newcastle United FC,Nick Pope,GK,1
497657,67,Newcastle United FC,Kieran Trippier,RB,2
497657,67,Newcastle United FC,Fabian Schär,CB,3
497657,67,Newcastle United FC,Sven Botman,CB,4
497657,67,Newcastle United FC,Dan Burn,LB,5
497657,67,Newcastle United FC,Joelinton,RM,6
497657,67,Newcastle United FC,Bruno Guimarães,CM,7
497657,67,Newcastle United FC,Sandro Tonali,CM,8
497657,67,Newcastle United FC,Jacob Murphy,LM,9
497657,67,Newcastle United FC,Alexander Isak,ST,10
497657,67,Newcastle United FC,Callum Wilson,ST,11
497658,63,Fulham FC,Bernd Leno,GK,1
497658,63,Fulham FC,Kenny Tete,RB,2
497658,63,Fulham FC,Issa Diop,CB,3
497658,63,Fulham FC,Tosin Adarabioyo,CB,4
497658,63,Fulham FC,Antonee Robinson,LB,5
497658,63,Fulham FC,Joao Palhinha,CM,6
497658,63,Fulham FC,Tom Cairney,CM,7
497658,63,Fulham FC,Harrison Reed,CM,8
497658,63,Fulham FC,Bobby Decordova-Reid,RW,9
497658,63,Fulham FC,Aleksandar Mitrovic,ST,10
497658,63,Fulham FC,Willian,LW,11
497658,351,Nottingham Forest FC,Matt Turner,GK,1
497658,351,Nottingham Forest FC,Neco Williams,CB,2
497658,351,Nottingham Forest FC,Joe Worrall,CB,3
497658,351,Nottingham Forest FC,Willy Boly,CB,4
497658,351,Nottingham Forest FC,Harry Toffolo,RM,5
497658,351,Nottingham Forest FC,Ryan Yates,CM,6
497658,351,Nottingham Forest FC,Morgan Gibbs-White,CM,7
497658,351,Nottingham Forest FC,Anthony Elanga,CM,8
497658,351,Nottingham Forest FC,Taiwo Awoniyi,LM,9
497658,351,Nottingham Forest FC,Callum Hudson-Odoi,ST,10
497658,351,Nottingham Forest FC,Remo Freuler,ST,11
497654,354,Crystal Palace FC,Sam Johnstone,GK,1
497654,354,Crystal Palace FC,Joel Ward,RB,2
497654,354,Crystal Palace FC,Marc Guéhi,CB,3
497654,354,Crystal Palace FC,Joachim Andersen,CB,4
497654,354,Crystal Palace FC,Tyrick Mitchell,LB,5
497654,354,Crystal Palace FC,Cheick Doucouré,CM,6
497654,354,Crystal Palace FC,Eberechi Eze,CM,7
497654,354,Crystal Palace FC,Jordan Ayew,CM,8
497654,354,Crystal Palace FC,Michael Olise,RW,9
497654,354,Crystal Palace FC,Jean-Philippe Mateta,ST,10
497654,354,Crystal Palace FC,Jefferson Lerma,LW,11
497654,62,Everton FC,Jordan Pickford,GK,1
497654,62,Everton FC,Séamus Coleman,CB,2
497654,62,Everton FC,James Tarkowski,CB,3
497654,62,Everton FC,Michael Keane,CB,4
497654,62,Everton FC,Vitaliy Mykolenko,RM,5
497654,62,Everton FC,Amadou Onana,CM,6
497654,62,Everton FC,Abdoulaye Doucouré,CM,7
497654,62,Everton FC,Jack Harrison,CM,8
497654,62,Everton FC,Dwight McNeil,LM,9
497654,62,Everton FC,Dominic Calvert-Lewin,ST,10
497654,62,Everton FC,Beto,ST,11
497659,64,Liverpool FC,Alisson,GK,1
497659,64,Liverpool FC,Trent Alexander-Arnold,CB,2
497659,64,Liverpool FC,Virgil van Dijk,CB,3
497659,64,Liverpool FC,Ibrahima Konaté,CB,4
497659,64,Liverpool FC,Andrew Robertson,RM,5
497659,64,Liverpool FC,Alexis Mac Allister,CM,6
497659,64,Liverpool FC,Dominik Szoboszlai,CM,7
497659,64,Liverpool FC,Mohamed Salah,CM,8
497659,64,Liverpool FC,Darwin Núñez,LM,9
497659,64,Liverpool FC,Luis Díaz,ST,10
497659,64,Liverpool FC,Diogo Jota,ST,11
497659,76,Wolverhampton Wanderers FC,José Sá,GK,1
497659,76,Wolverhampton Wanderers FC,Matt Doherty,RB,2
497659,76,Wolverhampton Wanderers FC,Max Kilman,CB,3
497659,76,Wolverhampton Wanderers FC,Craig Dawson,CB,4
497659,76,Wolverhampton Wanderers FC,Rayan Aït-Nouri,LB,5
497659,76,Wolverhampton Wanderers FC,Mario Lemina,RM,6
497659,76,Wolverhampton Wanderers FC,Joao Gomes,CM,7
497659,76,Wolverhampton Wanderers FC,Pablo Sarabia,CM,8
497659,76,Wolverhampton Wanderers FC,Pedro Neto,LM,9
497659,76,Wolverhampton Wanderers FC,Matheus Cunha,ST,10
497659,76,Wolverhampton Wanderers FC,Hee-chan Hwang,ST,11
497656,73,Tottenham Hotspur FC,Guglielmo Vicario,GK,1
497656,73,Tottenham Hotspur FC,Pedro Porro,RB,2
497656,73,Tottenham Hotspur FC,Cristian Romero,CB,3
497656,73,Tottenham Hotspur FC,Micky van de Ven,CB,4
497656,73,Tottenham Hotspur FC,Destiny Udogie,LB,5
497656,73,Tottenham Hotspur FC,Yves Bissouma,CM,6
497656,73,Tottenham Hotspur FC,James Maddison,CM,7
497656,73,Tottenham Hotspur FC,Son Heung-min,CM,8
497656,73,Tottenham Hotspur FC,Dejan Kulusevski,RW,9
497656,73,Tottenham Hotspur FC,Richarlison,ST,10
497656,73,Tottenham Hotspur FC,Brennan Johnson,LW,11
497656,66,Manchester United FC,André Onana,GK,1
497656,66,Manchester United FC,Aaron Wan-Bissaka,RB,2
497656,66,Manchester United FC,Raphaël Varane,CB,3
497656,66,Manchester United FC,Harry Maguire,CB,4
497656,66,Manchester United FC,Luke Shaw,LB,5
497656,66,Manchester United FC,Casemiro,CM,6
497656,66,Manchester United FC,Bruno Fernandes,CM,7
497656,66,Manchester United FC,Mason Mount,CM,8
497656,66,Manchester United FC,Marcus Rashford,RW,9
497656,66,Manchester United FC,Rasmus Højlund,ST,10
497656,66,Manchester United FC,Antony,LW,11
497660,338,Leicester City FC,Player 1,GK,1
497660,338,Leicester City FC,Player 2,RB,2
497660,338,Leicester City FC,Player 3,CB,3
497660,338,Leicester City FC,Player 4,CB,4
497660,338,Leicester City FC,Player 5,LB,5
497660,338,Leicester City FC,Player 6,CDM,6
497660,338,Leicester City FC,Player 7,CDM,7
497660,338,Leicester City FC,Player 8,RM,8
497660,338,Leicester City FC,Player 9,CAM,9
497660,338,Leicester City FC,Player 10,LM,10
497660,338,Leicester City FC,Player 11,ST,11
497660,402,Brentford FC,Mark Flekken,GK,1
497660,402,Brentford FC,Aaron Hickey,RB,2
497660,402,Brentford FC,Ethan Pinnock,CB,3
497660,402,Brentford FC,Ben Mee,CB,4
497660,402,Brentford FC,Rico Henry,LB,5
497660,402,Brentford FC,Mathias Jensen,CM,6
497660,402,Brentford FC,Christian Nørgaard,CM,7
497660,402,Brentford FC,Bryan Mbeumo,CM,8
497660,402,Brentford FC,Yoane Wissa,RW,9
497660,402,Brentford FC,Ivan Toney,ST,10
497660,402,Brentford FC,Vitaly Janelt,LW,11
497665,62,Everton FC,Jordan Pickford,GK,1
497665,62,Everton FC,Séamus Coleman,RB,2
497665,62,Everton FC,James Tarkowski,CB,3
497665,62,Everton FC,Michael Keane,CB,4
497665,62,Everton FC,Vitaliy Mykolenko,LB,5
497665,62,Everton FC,Amadou Onana,RM,6
497665,62,Everton FC,Abdoulaye Doucouré,CM,7
497665,62,Everton FC,Jack Harrison,CM,8
497665,62,Everton FC,Dwight McNeil,LM,9
497665,62,Everton FC,Dominic Calvert-Lewin,ST,10
497665,62,Everton FC,Beto,ST,11
497665,66,Manchester United FC,André Onana,GK,1
497665,66,Manchester United FC,Aaron Wan-Bissaka,CB,2
497665,66,Manchester United FC,Raphaël Varane,CB,3
497665,66,Manchester United FC,Harry Maguire,CB,4
497665,66,Manchester United FC,Luke Shaw,RM,5
497665,66,Manchester United FC,Casemiro,CM,6
497665,66,Manchester United FC,Bruno Fernandes,CM,7
497665,66,Manchester United FC,Mason Mount,CM,8
497665,66,Manchester United FC,Marcus Rashford,LM,9
497665,66,Manchester United FC,Rasmus Højlund,ST,10
497665,66,Manchester United FC,Antony,ST,11
497661,340,Southampton FC,Aaron Ramsdale,GK,1
497661,340,Southampton FC,Kyle Walker-Peters,RB,2
497661,340,Southampton FC,Jan Bednarek,CB,3
497661,340,Southampton FC,Mohammed Salisu,CB,4
497661,340,Southampton FC,Romain Perraud,LB,5
497661,340,Southampton FC,Stuart Armstrong,RM,6
497661,340,Southampton FC,Adam Armstrong,CM,7
497661,340,Southampton FC,Che Adams,CM,8
497661,340,Southampton FC,Sékou Mara,LM,9
497661,340,Southampton FC,Tyler Dibling,ST,10
497661,340,Southampton FC,Kamaldeen Sulemana,ST,11
497661,397,Brighton & Hove Albion FC,Bart Verbruggen,GK,1
497661,397,Brighton & Hove Albion FC,Joel Veltman,RB,2
497661,397,Brighton & Hove Albion FC,Lewis Dunk,CB,3
497661,397,Brighton & Hove Albion FC,Adam Webster,CB,4
497661,397,Brighton & Hove Albion FC,Pervis Estupiñán,LB,5
497661,397,Brighton & Hove Albion FC,Pascal Groß,CM,6
497661,397,Brighton & Hove Albion FC,Billy Gilmour,CM,7
497661,397,Brighton & Hove Albion FC,Kaoru Mitoma,CM,8
497661,397,Brighton & Hove Albion FC,Evan Ferguson,RW,9
497661,397,Brighton & Hove Albion FC,Solly March,ST,10
497661,397,Brighton & Hove Albion FC,João Pedro,LW,11
497666,349,Ipswich Town FC,Christian Walton,GK,1
497666,349,Ipswich Town FC,Leif Davis,RB,2
497666,349,Ipswich Town FC,Luke Woolfenden,CB,3
497666,349,Ipswich Town FC,Janoi Donacien,CB,4
497666,349,Ipswich Town FC,Harry Clarke,LB,5
497666,349,Ipswich Town FC,Sam Morsy,CM,6
497666,349,Ipswich Town FC,Wes Burns,CM,7
497666,349,Ipswich Town FC,Conor Chaplin,CM,8
497666,349,Ipswich Town FC,Freddie Ladapo,RW,9
497666,349,Ipswich Town FC,Omari Hutchinson,ST,10
497666,349,Ipswich Town FC,Liam Delap,LW,11
497666,73,Tottenham Hotspur FC,Guglielmo Vicario,GK,1
497666,73,Tottenham Hotspur FC,Pedro Porro,RB,2
497666,73,Tottenham Hotspur FC,Cristian Romero,CB,3
497666,73,Tottenham Hotspur FC,Micky van de Ven,CB,4
497666,73,Tottenham Hotspur FC,Destiny Udogie,LB,5
497666,73,Tottenham Hotspur FC,Yves Bissouma,CDM,6
497666,73,Tottenham Hotspur FC,James Maddison,CDM,7
497666,73,Tottenham Hotspur FC,Son Heung-min,RM,8
497666,73,Tottenham Hotspur FC,Dejan Kulusevski,CAM,9
497666,73,Tottenham Hotspur FC,Richarlison,LM,10
497666,73,Tottenham Hotspur FC,Brennan Johnson,ST,11
497667,63,Fulham FC,Bernd Leno,GK,1
497667,63,Fulham FC,Kenny Tete,RB,2
497667,63,Fulham FC,Issa Diop,CB,3
497667,63,Fulham FC,Tosin Adarabioyo,CB,4
497667,63,Fulham FC,Antonee Robinson,LB,5
497667,63,Fulham FC,Joao Palhinha,RM,6
497667,63,Fulham FC,Tom Cairney,CM,7
497667,63,Fulham FC,Harrison Reed,CM,8
497667,63,Fulham FC,Bobby Decordova-Reid,LM,9
497667,63,Fulham FC,Aleksandar Mitrovic,ST,10
497667,63,Fulham FC,Willian,ST,11
497667,354,Crystal Palace FC,Sam Johnstone,GK,1
497667,354,Crystal Palace FC,Joel Ward,CB,2
497667,354,Crystal Palace FC,Marc Guéhi,CB,3
497667,354,Crystal Palace FC,Joachim Andersen,CB,4
497667,354,Crystal Palace FC,Tyrick Mitchell,RM,5
497667,354,Crystal Palace FC,Cheick Doucouré,CM,6
497667,354,Crystal Palace FC,Eberechi Eze,CM,7
497667,354,Crystal Palace FC,Jordan Ayew,CM,8
497667,354,Crystal Palace FC,Michael Olise,LM,9
497667,354,Crystal Palace FC,Jean-Philippe Mateta,ST,10
497667,354,Crystal Palace FC,Jefferson Lerma,ST,11
497668,57,Arsenal FC,David Raya,GK,1
497668,57,Arsenal FC,Ben White,RB,2
497668,57,Arsenal FC,William Saliba,CB,3
497668,57,Arsenal FC,Gabriel Magalhães,CB,4
497668,57,Arsenal FC,Oleksandr Zinchenko,LB,5
497668,57,Arsenal FC,Thomas Partey,CDM,6
497668,57,Arsenal FC,Martin Ødegaard,CDM,7
497668,57,Arsenal FC,Bukayo Saka,RM,8
497668,57,Arsenal FC,Leandro Trossard,CAM,9
497668,57,Arsenal FC,Gabriel Martinelli,LM,10
497668,57,Arsenal FC,Kai Havertz,ST,11
497668,563,West Ham United FC,Lukasz Fabianski,GK,1
497668,563,West Ham United FC,Vladimir Coufal,RB,2
497668,563,West Ham United FC,Kurt Zouma,CB,3
497668,563,West Ham United FC,Nayef Aguerd,CB,4
497668,563,West Ham United FC,Emerson Palmieri,LB,5
497668,563,West Ham United FC,Lucas Paquetá,CDM,6
497668,563,West Ham United FC,Tomáš Souček,CDM,7
497668,563,West Ham United FC,Jarrod Bowen,RM,8
497668,563,West Ham United FC,Michail Antonio,CAM,9
497668,563,West Ham United FC,Mohammed Kudus,LM,10
497668,563,West Ham United FC,Edson Álvarez,ST,11
497669,1044,AFC Bournemouth,Player 1,GK,1
497669,1044,AFC Bournemouth,Player 2,CB,2
497669,1044,AFC Bournemouth,Player 3,CB,3
497669,1044,AFC Bournemouth,Player 4,CB,4
497669,1044,AFC Bournemouth,Player 5,RM,5
497669,1044,AFC Bournemouth,Player 6,CM,6
497669,1044,AFC Bournemouth,Player 7,CM,7
497669,1044,AFC Bournemouth,Player 8,CM,8
497669,1044,AFC Bournemouth,Player 9,LM,9
497669,1044,AFC Bournemouth,Player 10,ST,10
497669,1044,AFC Bournemouth,Player 11,ST,11
497669,76,Wolverhampton Wanderers FC,José Sá,GK,1
497669,76,Wolverhampton Wanderers FC,Matt Doherty,RB,2
497669,76,Wolverhampton Wanderers FC,Max Kilman,CB,3
497669,76,Wolverhampton Wanderers FC,Craig Dawson,CB,4
497669,76,Wolverhampton Wanderers FC,Rayan Aït-Nouri,LB,5
497669,76,Wolverhampton Wanderers FC,Mario Lemina,RM,6
497669,76,Wolverhampton Wanderers FC,Joao Gomes,CM,7
497669,76,Wolverhampton Wanderers FC,Pablo Sarabia,CM,8
497669,76,Wolverhampton Wanderers FC,Pedro Neto,LM,9
497669,76,Wolverhampton Wanderers FC,Matheus Cunha,ST,10
497669,76,Wolverhampton Wanderers FC,Hee-chan Hwang,ST,11
497662,58,Aston Villa FC,Emiliano Martínez,GK,1
497662,58,Aston Villa FC,Matty Cash,RB,2
497662,58,Aston Villa FC,Pau Torres,CB,3
497662,58,Aston Villa FC,Ezri Konsa,CB,4
497662,58,Aston Villa FC,Lucas Digne,LB,5
497662,58,Aston Villa FC,John McGinn,CDM,6
497662,58,Aston Villa FC,Douglas Luiz,CDM,7
497662,58,Aston Villa FC,Boubacar Kamara,RM,8
497662,58,Aston Villa FC,Léon Bailey,CAM,9
497662,58,Aston Villa FC,Ollie Watkins,LM,10
497662,58,Aston Villa FC,Moussa Diaby,ST,11
497662,61,Chelsea FC,Robert Sánchez,GK,1
497662,61,Chelsea FC,Reece James,CB,2
497662,61,Chelsea FC,Thiago Silva,CB,3
497662,61,Chelsea FC,Levi Colwill,CB,4
497662,61,Chelsea FC,Ben Chilwell,RM,5
497662,61,Chelsea FC,Enzo Fernández,CM,6
497662,61,Chelsea FC,Conor Gallagher,CM,7
497662,61,Chelsea FC,Cole Palmer,CM,8
497662,61,Chelsea FC,Raheem Sterling,LM,9
497662,61,Chelsea FC,Nicolas Jackson,ST,10
497662,61,Chelsea FC,Christopher Nkunku,ST,11
497663,67,Newcastle United FC,Nick Pope,GK,1
497663,67,Newcastle United FC,Kieran Trippier,RB,2
497663,67,Newcastle United FC,Fabian Schär,CB,3
497663,67,Newcastle United FC,Sven Botman,CB,4
497663,67,Newcastle United FC,Dan Burn,LB,5
497663,67,Newcastle United FC,Joelinton,RM,6
497663,67,Newcastle United FC,Bruno Guimarães,CM,7
497663,67,Newcastle United FC,Sandro Tonali,CM,8
497663,67,Newcastle United FC,Jacob Murphy,LM,9
497663,67,Newcastle United FC,Alexander Isak,ST,10
497663,67,Newcastle United FC,Callum Wilson,ST,11
497663,351,Nottingham Forest FC,Matt Turner,GK,1
497663,351,Nottingham Forest FC,Neco Williams,RB,2
497663,351,Nottingham Forest FC,Joe Worrall,CB,3
497663,351,Nottingham Forest FC,Willy Boly,CB,4
497663,351,Nottingham Forest FC,Harry Toffolo,LB,5
497663,351,Nottingham Forest FC,Ryan Yates,CM,6
497663,351,Nottingham Forest FC,Morgan Gibbs-White,CM,7
497663,351,Nottingham Forest FC,Anthony Elanga,CM,8
497663,351,Nottingham Forest FC,Taiwo Awoniyi,RW,9
497663,351,Nottingham Forest FC,Callum Hudson-Odoi,ST,10
497663,351,Nottingham Forest FC,Remo Freuler,LW,11
497664,65,Manchester City FC,Ederson,GK,1
497664,65,Manchester City FC,Kyle Walker,RB,2
497664,65,Manchester City FC,Rúben Dias,CB,3
497664,65,Manchester City FC,Manuel Akanji,CB,4
497664,65,Manchester City FC,João Cancelo,LB,5
497664,65,Manchester City FC,Rodri,CM,6
497664,65,Manchester City FC,Kevin De Bruyne,CM,7
497664,65,Manchester City FC,Bernardo Silva,CM,8
497664,65,Manchester City FC,Phil Foden,RW,9
497664,65,Manchester City FC,Jack Grealish,ST,10
497664,65,Manchester City FC,Erling Haaland,LW,11
497664,64,Liverpool FC,Alisson,GK,1
497664,64,Liverpool FC,Trent Alexander-Arnold,RB,2
497664,64,Liverpool FC,Virgil van Dijk,CB,3
497664,64,Liverpool FC,Ibrahima Konaté,CB,4
497664,64,Liverpool FC,Andrew Robertson,LB,5
497664,64,Liverpool FC,Alexis Mac Allister,CDM,6
497664,64,Liverpool FC,Dominik Szoboszlai,CDM,7
497664,64,Liverpool FC,Mohamed Salah,RM,8
497664,64,Liverpool FC,Darwin Núñez,CAM,9
497664,64,Liverpool FC,Luis Díaz,LM,10
497664,64,Liverpool FC,Diogo Jota,ST,11
497670,397,Brighton & Hove Albion FC,Bart Verbruggen,GK,1
497670,397,Brighton & Hove Albion FC,Joel Veltman,CB,2
497670,397,Brighton & Hove Albion FC,Lewis Dunk,CB,3
497670,397,Brighton & Hove Albion FC,Adam Webster,CB,4
497670,397,Brighton & Hove Albion FC,Pervis Estupiñán,RM,5
497670,397,Brighton & Hove Albion FC,Pascal Groß,CM,6
497670,397,Brighton & Hove Albion FC,Billy Gilmour,CM,7
497670,397,Brighton & Hove Albion FC,Kaoru Mitoma,CM,8
497670,397,Brighton & Hove Albion FC,Evan Ferguson,LM,9
497670,397,Brighton & Hove Albion FC,Solly March,ST,10
497670,397,Brighton & Hove Albion FC,João Pedro,ST,11
497670,1044,AFC Bournemouth,Player 1,GK,1
497670,1044,AFC Bournemouth,Player 2,CB,2
497670,1044,AFC Bournemouth,Player 3,CB,3
497670,1044,AFC Bournemouth,Player 4,CB,4
497670,1044,AFC Bournemouth,Player 5,RM,5
497670,1044,AFC Bournemouth,Player 6,CM,6
497670,1044,AFC Bournemouth,Player 7,CM,7
497670,1044,AFC Bournemouth,Player 8,CM,8
497670,1044,AFC Bournemouth,Player 9,LM,9
497670,1044,AFC Bournemouth,Player 10,ST,10
497670,1044,AFC Bournemouth,Player 11,ST,11
497672,354,Crystal Palace FC,Sam Johnstone,GK,1
497672,354,Crystal Palace FC,Joel Ward,RB,2
497672,354,Crystal Palace FC,Marc Guéhi,CB,3
497672,354,Crystal Palace FC,Joachim Andersen,CB,4
497672,354,Crystal Palace FC,Tyrick Mitchell,LB,5
497672,354,Crystal Palace FC,Cheick Doucouré,CDM,6
497672,354,Crystal Palace FC,Eberechi Eze,CDM,7
497672,354,Crystal Palace FC,Jordan Ayew,RM,8
497672,354,Crystal Palace FC,Michael Olise,CAM,9
497672,354,Crystal Palace FC,Jean-Philippe Mateta,LM,10
497672,354,Crystal Palace FC,Jefferson Lerma,ST,11
497672,58,Aston Villa FC,Emiliano Martínez,GK,1
497672,58,Aston Villa FC,Matty Cash,RB,2
497672,58,Aston Villa FC,Pau Torres,CB,3
497672,58,Aston Villa FC,Ezri Konsa,CB,4
497672,58,Aston Villa FC,Lucas Digne,LB,5
497672,58,Aston Villa FC,John McGinn,CDM,6
497672,58,Aston Villa FC,Douglas Luiz,CDM,7
497672,58,Aston Villa FC,Boubacar Kamara,RM,8
497672,58,Aston Villa FC,Léon Bailey,CAM,9
497672,58,Aston Villa FC,Ollie Watkins,LM,10
497672,58,Aston Villa FC,Moussa Diaby,ST,11
497674,76,Wolverhampton Wanderers FC,José Sá,GK,1
497674,76,Wolverhampton Wanderers FC,Matt Doherty,RB,2
497674,76,Wolverhampton Wanderers FC,Max Kilman,CB,3
497674,76,Wolverhampton Wanderers FC,Craig Dawson,CB,4
497674,76,Wolverhampton Wanderers FC,Rayan Aït-Nouri,LB,5
497674,76,Wolverhampton Wanderers FC,Mario Lemina,RM,6
497674,76,Wolverhampton Wanderers FC,Joao Gomes,CM,7
497674,76,Wolverhampton Wanderers FC,Pablo Sarabia,CM,8
497674,76,Wolverhampton Wanderers FC,Pedro Neto,LM,9
497674,76,Wolverhampton Wanderers FC,Matheus Cunha,ST,10
497674,76,Wolverhampton Wanderers FC,Hee-chan Hwang,ST,11
497674,63,Fulham FC,Bernd Leno,GK,1
497674,63,Fulham FC,Kenny Tete,RB,2
497674,63,Fulham FC,Issa Diop,CB,3
497674,63,Fulham FC,Tosin Adarabioyo,CB,4
497674,63,Fulham FC,Antonee Robinson,LB,5
497674,63,Fulham FC,Joao Palhinha,CM,6
497674,63,Fulham FC,Tom Cairney,CM,7
497674,63,Fulham FC,Harrison Reed,CM,8
497674,63,Fulham FC,Bobby Decordova-Reid,RW,9
497674,63,Fulham FC,Aleksandar Mitrovic,ST,10
497674,63,Fulham FC,Willian,LW,11
497678,61,Chelsea FC,Robert Sánchez,GK,1
497678,61,Chelsea FC,Reece James,RB,2
497678,61,Chelsea FC,Thiago Silva,CB,3
497678,61,Chelsea FC,Levi Colwill,CB,4
497678,61,Chelsea FC,Ben Chilwell,LB,5
497678,61,Chelsea FC,Enzo Fernández,RM,6
497678,61,Chelsea FC,Conor Gallagher,CM,7
497678,61,Chelsea FC,Cole Palmer,CM,8
497678,61,Chelsea FC,Raheem Sterling,LM,9
497678,61,Chelsea FC,Nicolas Jackson,ST,10
497678,61,Chelsea FC,Christopher Nkunku,ST,11
497678,340,Southampton FC,Aaron Ramsdale,GK,1
497678,340,Southampton FC,Kyle Walker-Peters,RB,2
497678,340,Southampton FC,Jan Bednarek,CB,3
497678,340,Southampton FC,Mohammed Salisu,CB,4
497678,340,Southampton FC,Romain Perraud,LB,5
