match_id,home_possession,away_possession,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_xg,away_xg,home_pass_accuracy,away_pass_accuracy,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_fouls,away_fouls,home_formation,away_formation
497636,48.1,51.9,4,7,1,2,1.09,1.37,90.8,91.1,2,0,0,0,17,15,4-4-2,4-3-3
497630,43.8,56.2,6,5,3,1,0.24,1.03,73.0,87.5,3,1,0,0,10,14,4-4-2,4-2-3-1
497641,65.0,35.0,18,8,11,2,6.3,0.32,85.9,86.5,1,1,0,0,8,21,3-5-2,4-4-2
497643,47.3,52.7,6,11,2,4,1.08,1.87,73.1,82.8,1,1,0,0,17,14,4-3-3,3-5-2
497644,64.4,35.6,12,6,6,2,3.62,0.24,92.4,85.8,3,1,0,1,19,21,3-5-2,3-5-2
497645,45.7,54.3,3,12,0,7,0.12,2.35,80.2,86.0,0,2,0,0,20,16,4-2-3-1,3-5-2
497647,44.6,55.4,3,7,1,4,1.05,2.14,88.1,79.6,1,1,0,0,17,8,4-3-3,4-4-2
497640,47.9,52.1,9,6,7,4,2.0,0.24,88.4,74.1,0,2,0,0,17,11,3-5-2,3-5-2
497642,40.4,59.6,8,8,4,6,0.32,2.25,83.1,79.2,1,0,0,0,21,20,4-3-3,4-3-3
497648,45.5,54.5,11,9,4,6,0.44,1.83,85.5,82.7,1,2,0,0,13,22,4-2-3-1,4-4-2
497646,57.0,43.0,14,13,8,6,4.9,1.49,76.8,80.1,2,0,0,0,22,8,3-5-2,3-5-2
497649,56.2,43.8,10,7,3,1,1.88,1.14,90.4,88.1,0,0,0,0,22,11,3-5-2,4-2-3-1
497653,52.8,47.2,7,10,5,3,2.45,0.4,84.8,88.6,0,2,0,0,14,11,4-4-2,4-3-3
497651,43.1,56.9,9,8,5,2,0.36,2.08,88.6,76.0,1,3,0,0,20,9,3-5-2,4-3-3
497650,47.5,52.5,4,10,1,3,0.88,3.5,79.5,85.6,2,0,0,0,19,13,4-4-2,4-4-2
497652,52.5,47.5,5,4,3,1,0.2,1.13,78.2,92.4,1,0,0,0,20,20,3-5-2,4-3-3
497655,51.7,48.3,9,7,3,4,1.15,1.33,92.9,79.4,1,1,0,0,18,21,4-2-3-1,4-4-2
497657,56.7,43.3,12,7,7,3,4.2,0.28,76.1,88.5,1,1,0,0,19,15,4-2-3-1,4-4-2
497658,52.0,48.0,6,9,4,3,1.74,1.13,81.0,79.1,3,1,0,0,16,22,4-3-3,3-5-2
497654,43.2,56.8,10,8,4,3,1.43,2.5,89.3,80.5,3,0,0,0,18,11,4-3-3,3-5-2
497659,51.3,48.7,7,9,5,5,1.93,1.41,91.5,73.5,2,1,0,0,13,8,3-5-2,4-4-2
497656,53.7,46.3,4,10,1,5,1.16,0.4,89.6,75.9,0,2,0,0,18,15,4-3-3,4-3-3
497660,39.6,60.4,6,13,3,7,0.24,4.08,76.5,90.6,2,3,0,0,17,9,4-2-3-1,4-3-3
497665,54.2,45.8,7,9,5,2,2.14,2.08,77.7,77.4,1,1,0,0,10,9,4-4-2,3-5-2
497661,42.9,57.1,6,13,4,7,0.24,4.55,84.9,75.6,1,2,0,0,12,17,4-4-2,4-3-3
497666,39.9,60.1,10,15,3,9,1.25,4.36,86.9,75.7,1,0,0,0,19,9,4-3-3,4-2-3-1
497667,47.8,52.2,5,9,3,7,0.2,2.17,80.5,76.1,1,1,0,0,18,9,4-4-2,3-5-2
497668,43.9,56.1,4,5,2,1,0.16,1.29,80.7,80.4,1,2,0,0,20,21,4-2-3-1,4-2-3-1
497669,52.8,47.2,4,7,0,5,0.16,1.34,88.0,75.9,1,0,1,0,15,10,3-5-2,4-4-2
497662,49.1,50.9,9,6,5,2,2.02,1.27,87.2,80.8,1,2,0,1,18,22,4-2-3-1,3-5-2
497663,48.5,51.5,12,10,9,8,4.2,3.44,81.6,89.9,1,2,0,0,13,20,4-4-2,4-3-3
497664,48.2,51.8,8,10,3,3,0.32,2.33,81.7,90.9,2,3,0,0,8,21,4-3-3,4-2-3-1
497670,49.3,50.7,8,6,3,1,2.31,1.14,79.8,85.0,0,0,0,0,12,10,3-5-2,3-5-2
497672,54.6,45.4,11,5,4,1,3.85,1.06,79.4,80.7,1,1,0,0,13,10,4-2-3-1,4-2-3-1
497674,43.4,56.6,4,7,1,4,0.99,2.45,88.3,90.8,2,0,0,0,18,8,4-4-2,4-3-3
497678,56.8,43.2,8,8,4,3,2.8,0.32,74.8,72.7,0,0,0,0,11,8,4-4-2,4-4-2
497671,46.6,53.4,11,12,5,5,0.44,0.48,82.1,87.2,3,1,0,0,10,22,4-4-2,4-3-3
497673,55.0,45.0,7,8,5,6,0.99,1.4,73.3,92.0,1,2,0,1,9,14,4-4-2,3-5-2
497675,43.6,56.4,9,3,3,1,0.36,1.01,76.8,87.0,2,0,1,0,12,19,4-3-3,4-4-2
497677,50.8,49.2,6,11,3,5,2.1,2.6,91.6,76.6,3,1,0,0,19,9,4-3-3,4-4-2
497679,53.4,46.6,13,4,7,2,2.49,0.16,88.7,76.5,3,2,0,0,22,14,4-4-2,4-3-3
497676,57.9,42.1,12,8,5,3,2.13,0.32,80.3,92.7,0,3,0,0,11,17,4-2-3-1,4-3-3
497687,50.3,49.7,4,6,2,1,1.13,0.24,82.3,86.4,3,2,0,0,9,11,3-5-2,3-5-2
497684,49.4,50.6,9,10,5,4,1.95,1.3,86.2,80.3,1,2,0,0,18,9,4-3-3,4-4-2
497685,47.9,52.1,8,2,1,0,1.36,0.08,72.4,73.8,0,1,0,0,16,15,4-4-2,4-2-3-1
497688,57.6,42.4,13,12,8,5,2.65,1.19,87.6,75.7,2,0,0,0,21,14,4-4-2,4-3-3
497682,49.2,50.8,10,5,5,1,0.4,1.06,90.1,91.2,2,2,0,0,13,14,4-3-3,4-2-3-1
497683,51.0,49.0,10,6,3,2,1.22,1.24,77.6,77.8,1,1,0,0,13,13,4-4-2,4-3-3
497680,47.4,52.6,9,10,5,5,2.12,2.1,91.0,73.5,2,0,0,0,21,22,4-2-3-1,3-5-2
497689,49.3,50.7,12,8,5,4,1.26,0.32,85.0,82.0,1,1,0,0,14,16,4-4-2,4-3-3
497681,52.0,48.0,6,9,4,2,1.27,1.19,78.3,91.9,1,2,0,0,16,17,3-5-2,4-4-2
497686,53.0,47.0,5,5,0,1,0.2,1.07,72.8,77.6,2,1,0,0,20,9,3-5-2,4-4-2
497692,49.9,50.1,8,9,3,5,2.12,2.33,84.7,90.4,3,2,0,0,22,18,4-2-3-1,4-3-3
497693,52.5,47.5,12,6,5,4,1.24,1.31,79.2,88.6,2,0,0,0,18,14,4-2-3-1,4-3-3
497695,47.1,52.9,4,9,2,4,1.4,3.15,74.3,86.0,2,2,0,0,17,13,4-2-3-1,4-2-3-1
497697,50.7,49.3,9,6,4,4,1.99,1.74,80.4,73.2,2,3,0,0,22,21,4-4-2,4-4-2
497699,47.3,52.7,8,8,1,2,1.16,2.17,78.9,88.5,2,1,0,0,13,8,4-4-2,4-3-3
497690,44.6,55.4,8,5,2,3,1.06,1.75,75.9,91.9,2,2,0,0,18,8,4-4-2,4-3-3
497691,54.1,45.9,8,6,6,0,1.1,0.24,76.8,82.4,0,1,0,0,9,15,4-3-3,4-4-2
497694,51.7,48.3,13,7,7,3,2.15,0.28,78.6,80.9,1,3,0,0,9,11,4-2-3-1,3-5-2
497696,41.8,58.2,8,11,3,6,0.32,2.74,89.6,74.6,0,2,0,0,17,18,3-5-2,4-4-2
497698,57.1,42.9,10,5,6,3,3.5,0.2,89.9,86.4,3,2,0,1,20,10,4-4-2,3-5-2
497701,52.4,47.6,11,8,6,4,2.4,1.36,75.5,79.9,3,0,0,0,17,20,4-4-2,4-2-3-1
497704,55.3,44.7,9,9,4,4,1.19,0.36,89.6,75.6,1,1,0,0,12,14,4-2-3-1,3-5-2
497703,48.2,51.8,9,5,4,0,1.36,0.2,90.1,77.4,0,2,0,0,8,18,4-3-3,4-4-2
497700,52.1,47.9,8,12,1,6,1.29,2.26,85.1,72.1,1,0,0,0,12,15,3-5-2,4-4-2
497702,40.5,59.5,6,10,4,7,0.24,3.33,73.8,78.4,1,0,0,1,19,13,4-2-3-1,3-5-2
497706,54.5,45.5,5,2,2,0,1.75,0.08,77.4,83.1,1,2,0,0,15,16,4-4-2,4-4-2
497707,56.7,43.3,9,7,3,2,2.25,1.3,89.5,86.0,2,2,0,1,17,16,3-5-2,4-3-3
497708,48.4,51.6,9,11,2,5,1.43,1.21,77.5,73.5,2,3,0,0,13,22,3-5-2,3-5-2
497709,46.9,53.1,8,7,5,0,1.05,0.28,88.1,92.5,1,2,0,0,16,17,4-3-3,4-2-3-1
497705,48.8,51.2,7,7,1,5,1.27,0.28,84.1,89.4,1,3,1,0,10,19,4-4-2,4-2-3-1
497713,53.4,46.6,8,7,4,2,1.24,0.98,82.3,83.1,0,1,0,0,18,22,4-4-2,4-3-3
497712,51.9,48.1,9,7,2,5,1.78,1.34,84.5,78.4,0,1,0,0,19,12,4-3-3,4-2-3-1
497715,46.4,53.6,10,6,4,4,1.49,2.1,77.2,91.0,3,1,0,0,11,15,3-5-2,4-4-2
497719,46.3,53.7,9,11,5,7,2.12,2.29,90.5,79.9,2,2,0,0,22,19,4-2-3-1,3-5-2
497710,47.9,52.1,8,9,2,3,2.41,1.13,80.3,83.6,1,3,0,0,17,9,3-5-2,4-3-3
497711,45.0,55.0,11,3,5,0,0.44,0.12,72.3,84.5,1,1,0,0,21,15,4-3-3,4-3-3
497714,53.8,46.2,9,11,6,5,2.7,2.44,84.8,80.5,1,0,0,0,18,22,4-3-3,4-3-3
497718,60.3,39.7,13,5,8,2,2.71,1.17,72.8,80.6,1,0,0,0,20,13,4-2-3-1,4-2-3-1
497717,52.4,47.6,4,11,1,4,0.16,0.44,87.5,77.8,0,1,0,0,9,18,4-2-3-1,4-4-2
497716,43.5,56.5,5,12,1,7,0.2,2.66,91.5,88.9,0,2,0,1,10,20,4-2-3-1,4-4-2
497725,56.1,43.9,12,8,8,4,4.2,2.12,87.7,72.1,1,0,0,0,13,14,4-4-2,3-5-2
497722,51.0,49.0,10,10,7,7,2.06,2.16,92.6,89.0,1,1,0,0,8,21,3-5-2,4-2-3-1
497727,48.8,51.2,10,6,5,2,0.4,1.05,82.2,72.6,1,0,0,0,13,11,4-2-3-1,4-2-3-1
497728,39.5,60.5,9,8,2,4,0.36,2.8,89.4,83.2,2,1,0,0,21,14,4-2-3-1,4-3-3
497721,50.6,49.4,8,8,5,1,1.33,1.23,80.5,88.7,2,2,0,0,19,19,4-2-3-1,4-4-2
497723,48.9,51.1,7,7,5,2,2.1,2.39,75.5,77.4,1,3,0,0,16,9,3-5-2,3-5-2
497724,47.7,52.3,8,6,5,3,1.73,1.25,91.7,83.2,1,1,0,0,16,18,4-4-2,4-4-2
497729,55.1,44.9,10,9,5,6,3.5,2.1,75.5,86.9,0,2,0,0,8,16,4-2-3-1,4-2-3-1
497726,56.0,44.0,10,10,6,4,3.5,1.4,84.5,75.4,3,0,0,0,17,18,4-3-3,4-4-2
497720,53.2,46.8,6,9,1,3,1.19,0.36,74.0,78.9,2,0,0,0,12,22,4-3-3,3-5-2
497731,58.7,41.3,10,8,7,3,3.5,2.01,79.5,74.9,2,3,0,0,16,14,4-4-2,3-5-2
497732,50.4,49.6,11,6,5,2,0.44,0.24,75.6,82.8,3,1,0,0,11,8,4-3-3,4-2-3-1
497733,49.6,50.4,4,11,0,5,0.16,2.14,83.7,83.0,2,1,0,0,10,16,4-3-3,4-4-2
497739,54.1,45.9,10,6,4,3,1.12,1.04,91.5,79.9,0,0,0,0,10,15,4-3-3,4-4-2
497730,54.2,45.8,11,13,6,6,3.85,1.57,72.9,85.4,2,1,0,0,14,17,4-4-2,4-4-2
497734,43.1,56.9,11,6,6,4,1.53,1.7,88.8,79.8,0,1,0,0,8,11,4-2-3-1,4-3-3
497735,41.4,58.6,8,6,2,4,0.32,2.1,76.0,87.5,2,2,0,0,15,15,4-4-2,4-4-2
497737,49.3,50.7,8,9,3,3,0.32,1.34,86.0,72.9,3,2,0,0,11,21,4-2-3-1,4-3-3
497736,51.0,49.0,8,10,4,5,0.32,1.41,91.0,79.9,1,1,0,0,18,18,4-2-3-1,4-2-3-1
497738,52.2,47.8,10,12,3,5,1.15,2.54,84.5,89.3,0,2,0,0,8,18,4-4-2,4-3-3
497745,53.0,47.0,10,13,4,6,2.38,1.41,88.2,90.3,2,3,0,1,10,21,4-4-2,4-4-2
497741,53.7,46.3,8,7,4,3,2.51,2.37,91.9,83.7,2,3,0,0,21,17,4-2-3-1,3-5-2
497743,54.2,45.8,5,12,3,5,1.3,0.48,85.2,80.2,3,1,0,0,8,11,4-3-3,4-3-3
497742,54.7,45.3,11,12,6,5,2.94,2.28,92.5,83.1,3,0,1,0,19,8,4-3-3,4-4-2
497746,53.2,46.8,12,10,5,3,3.05,0.4,78.2,78.5,1,2,0,1,14,22,4-4-2,3-5-2
497748,45.8,54.2,11,11,4,6,1.45,2.33,80.0,75.5,0,1,0,0,15,19,4-2-3-1,3-5-2
497749,55.8,44.2,10,9,6,4,3.5,0.36,85.4,85.5,1,2,0,0,21,20,3-5-2,4-4-2
497740,51.0,49.0,5,11,3,6,1.03,1.31,76.9,91.9,1,2,0,0,18,20,4-2-3-1,4-3-3
497744,59.2,40.8,13,5,10,2,4.25,1.04,86.9,86.3,0,0,0,0,10,20,3-5-2,4-4-2
497747,47.3,52.7,7,10,3,6,0.28,1.92,88.8,92.9,2,2,0,0,11,10,4-2-3-1,4-2-3-1
497758,48.8,51.2,7,8,3,1,1.26,0.32,73.4,81.2,1,2,0,1,9,17,4-3-3,4-3-3
497751,52.0,48.0,5,7,3,2,1.01,0.28,90.3,74.6,1,1,0,0,14,15,4-4-2,3-5-2
497756,49.9,50.1,12,11,5,5,2.4,2.45,92.3,74.1,0,2,0,0,21,12,4-2-3-1,4-3-3
497757,48.0,52.0,9,9,5,2,2.32,0.36,77.2,92.6,2,0,0,0,19,14,4-2-3-1,3-5-2
497750,52.2,47.8,7,9,2,4,1.05,2.26,79.7,80.4,1,1,0,0,13,14,4-2-3-1,4-3-3
497752,54.3,45.7,12,8,8,4,4.2,2.8,74.7,72.1,2,1,0,0,19,8,4-3-3,4-4-2
497753,50.1,49.9,5,8,2,4,1.19,1.38,83.1,90.3,2,2,0,0,9,16,3-5-2,4-4-2
497759,53.5,46.5,9,10,6,6,1.43,1.49,90.5,84.2,0,1,0,0,8,17,4-2-3-1,4-3-3
497754,51.9,48.1,9,4,6,2,3.13,1.0,82.7,86.8,3,2,0,0,17,16,3-5-2,4-2-3-1
497755,45.9,54.1,9,11,5,4,1.41,1.23,73.0,75.7,2,1,0,0,10,17,4-4-2,4-2-3-1
497761,47.3,52.7,7,13,5,7,1.36,3.13,78.7,85.3,2,3,1,0,15,13,4-3-3,4-4-2
497762,52.6,47.4,8,7,2,2,0.32,1.16,78.1,72.0,0,0,0,0,19,15,4-2-3-1,4-4-2
497767,51.9,48.1,3,3,1,1,0.12,0.12,89.5,88.5,2,2,0,0,15,12,4-3-3,4-2-3-1
497769,41.2,58.8,4,12,1,7,0.16,2.61,90.4,74.4,2,3,0,0,9,13,4-3-3,4-3-3
497760,44.0,56.0,4,12,0,6,0.16,1.26,87.5,85.6,2,2,0,0,19,13,4-3-3,4-3-3
497765,54.9,45.1,4,4,2,0,1.4,0.16,72.9,87.0,1,1,0,0,18,20,4-2-3-1,4-2-3-1
497764,45.2,54.8,12,13,5,6,0.48,2.0,84.8,82.0,2,1,0,0,17,10,4-3-3,4-2-3-1
497766,50.2,49.8,7,10,3,7,2.34,1.82,79.7,81.6,2,3,0,0,22,10,3-5-2,4-3-3
497768,41.6,58.4,8,10,4,6,0.32,1.82,77.7,92.5,2,2,0,0,18,18,3-5-2,4-2-3-1
497763,51.8,48.2,10,12,6,7,2.57,2.56,85.8,84.7,3,0,0,0,9,15,4-2-3-1,4-4-2
497771,57.2,42.8,11,7,5,4,2.61,0.28,90.3,81.1,1,2,0,0,16,9,4-2-3-1,4-4-2
497774,53.9,46.1,8,4,6,2,1.26,0.16,76.7,78.0,1,2,0,0,20,13,3-5-2,3-5-2
497776,53.4,46.6,9,7,3,4,1.8,0.28,73.1,91.6,2,0,0,0,19,9,4-4-2,4-4-2
497779,44.3,55.7,8,6,3,3,1.18,2.1,83.6,80.7,1,2,0,0,16,8,4-3-3,4-2-3-1
497772,52.8,47.2,7,13,3,7,1.85,3.47,78.6,86.3,3,3,0,0,15,12,4-4-2,4-2-3-1
497777,48.5,51.5,8,9,6,4,1.83,0.36,75.9,76.3,0,2,0,0,15,11,4-3-3,4-3-3
497770,49.4,50.6,9,9,2,5,1.37,0.36,88.5,78.1,2,1,0,0,16,16,4-4-2,3-5-2
497773,47.8,52.2,11,12,8,7,2.82,2.38,88.0,83.2,1,1,0,0,16,17,4-4-2,4-4-2
497775,52.3,47.7,10,6,5,4,3.5,2.1,90.1,78.0,1,1,0,0,11,17,4-2-3-1,4-4-2
497778,48.9,51.1,7,12,4,5,2.45,1.51,84.5,88.0,1,1,0,0,17,11,3-5-2,3-5-2
497780,57.0,43.0,12,6,6,0,2.58,0.24,87.5,92.1,0,2,0,0,19,21,3-5-2,4-4-2
497781,49.0,51.0,7,11,0,5,0.28,2.1,90.1,91.8,1,0,0,0,18,18,4-3-3,4-4-2
497782,43.1,56.9,9,7,6,3,1.19,2.45,78.3,91.6,2,1,0,0,20,8,4-3-3,3-5-2
497783,49.6,50.4,6,10,2,6,1.29,1.18,90.3,84.8,0,0,0,0,18,16,4-2-3-1,4-4-2
497784,52.4,47.6,9,6,3,0,1.89,0.24,77.8,85.1,1,1,0,0,18,20,4-3-3,4-3-3
497785,46.4,53.6,8,9,1,4,0.32,1.14,75.9,74.5,1,3,1,0,20,12,4-2-3-1,4-2-3-1
497786,50.3,49.7,5,8,3,1,0.2,1.4,79.9,75.2,0,1,0,0,18,22,4-2-3-1,4-4-2
497787,47.7,52.3,13,10,6,6,1.49,1.93,76.8,72.2,1,1,0,0,20,16,4-3-3,4-2-3-1
497788,43.4,56.6,8,10,2,8,1.25,3.5,80.0,85.1,1,2,0,0,13,17,4-2-3-1,4-4-2
497789,53.5,46.5,8,5,5,2,1.19,1.21,75.5,87.3,3,2,0,0,21,11,4-4-2,4-2-3-1
498613,48.0,52.0,8,8,6,4,1.11,1.1,79.9,74.4,1,2,0,0,12,17,4-2-3-1,4-3-3
498614,50.2,49.8,11,7,6,3,1.5,1.13,86.5,83.5,3,3,0,0,21,11,4-2-3-1,4-4-2
498616,47.4,52.6,11,6,7,2,2.28,1.3,83.4,80.3,2,1,0,0,9,9,4-3-3,3-5-2
498621,47.0,53.0,6,8,4,6,2.1,2.02,76.4,75.2,1,2,0,0,19,12,3-5-2,4-2-3-1
498615,54.6,45.4,9,5,2,2,1.28,0.99,82.8,73.7,1,3,0,1,13,12,4-4-2,4-2-3-1
498617,45.4,54.6,7,5,2,2,0.99,1.75,88.2,74.2,0,0,0,0,9,20,3-5-2,4-2-3-1
498620,45.7,54.3,11,9,6,5,1.45,1.76,73.9,83.5,0,2,0,0,22,9,4-2-3-1,4-4-2
498619,49.2,50.8,11,7,4,5,1.36,1.01,87.6,89.5,1,2,0,0,18,9,4-2-3-1,4-3-3
498622,57.0,43.0,4,9,1,2,1.25,0.36,83.6,76.5,2,3,0,0,18,20,4-2-3-1,4-4-2
498618,46.6,53.4,12,11,6,6,2.01,2.44,72.2,88.7,0,0,0,1,17,22,3-5-2,4-3-3
498626,51.4,48.6,10,7,4,2,2.92,1.09,87.5,92.0,1,3,0,0,22,10,4-3-3,3-5-2
498630,48.8,51.2,8,9,4,2,1.3,1.99,85.8,75.9,2,3,0,0,18,21,4-4-2,4-4-2
498624,52.7,47.3,6,8,3,2,0.98,0.32,82.8,87.9,2,1,0,0,20,16,4-3-3,3-5-2
498628,54.2,45.8,11,10,5,6,2.09,1.28,91.9,80.1,1,1,0,0,22,9,4-3-3,4-2-3-1
498629,45.8,54.2,5,10,3,4,0.2,0.4,77.0,76.8,1,0,0,0,22,20,3-5-2,4-4-2
498632,43.3,56.7,11,11,5,5,0.44,1.5,87.5,82.8,2,3,0,0,11,8,3-5-2,3-5-2
498631,55.4,44.6,13,6,8,3,3.15,0.24,84.0,86.7,1,1,0,0,14,8,3-5-2,4-3-3
498625,55.3,44.7,7,7,3,4,2.11,1.33,82.5,72.6,3,1,0,0,22,9,4-3-3,4-2-3-1
498627,45.7,54.3,7,6,3,4,0.28,0.24,91.2,84.8,2,2,0,0,14,13,4-3-3,4-4-2
498623,59.6,40.4,9,8,6,3,3.15,0.32,72.6,83.7,1,1,0,0,12,14,4-3-3,3-5-2
498636,51.1,48.9,13,9,8,6,4.04,2.59,74.2,77.9,0,0,0,0,19,19,4-2-3-1,3-5-2
498638,52.0,48.0,5,4,3,0,0.2,0.16,76.5,75.3,2,1,0,0,21,19,3-5-2,4-4-2
498637,45.5,54.5,7,5,4,3,1.35,1.75,85.7,76.6,1,1,0,0,21,20,4-4-2,4-2-3-1
498633,56.7,43.3,11,5,4,2,1.4,0.2,80.3,88.2,1,2,0,0,9,20,4-3-3,3-5-2
498640,54.6,45.4,5,5,1,1,0.2,0.2,82.9,82.3,0,3,0,0,9,11,4-2-3-1,4-2-3-1
498639,46.5,53.5,10,10,3,6,1.19,1.84,89.3,78.3,1,1,0,1,14,8,4-2-3-1,4-2-3-1
498642,50.1,49.9,6,7,3,0,0.24,0.28,87.5,79.5,0,1,0,0,18,15,4-4-2,4-2-3-1
498635,57.8,42.2,9,6,4,0,3.15,0.24,89.6,79.1,1,1,1,0,13,14,4-2-3-1,4-4-2
498641,52.9,47.1,3,8,1,1,1.05,1.08,90.8,89.8,2,3,0,0,22,21,4-2-3-1,4-2-3-1
498634,46.6,53.4,5,8,3,3,1.75,1.17,75.4,90.3,1,1,0,0,16,21,4-3-3,3-5-2
498647,59.9,40.1,12,8,10,5,4.2,0.32,89.3,88.6,0,1,0,0,20,18,4-3-3,3-5-2
498643,46.8,53.2,7,5,0,3,0.28,0.99,82.6,87.5,2,1,0,0,12,11,4-3-3,4-3-3
498652,53.5,46.5,8,11,6,6,2.22,1.31,79.6,83.2,0,2,0,0,13,19,4-4-2,4-3-3
498645,51.1,48.9,10,7,5,2,0.4,1.0,92.7,84.4,1,2,0,0,10,11,4-4-2,4-3-3
498650,53.1,46.9,7,8,4,4,1.28,1.09,92.7,86.1,1,1,0,0,16,12,4-4-2,4-4-2
498644,56.5,43.5,7,6,3,3,2.45,2.1,72.4,84.6,3,2,0,0,19,19,4-3-3,4-4-2
498646,57.4,42.6,11,6,6,2,2.53,0.24,88.9,89.5,0,0,0,0,22,8,4-3-3,4-4-2
498649,46.3,53.7,4,7,2,5,0.16,2.22,74.8,92.5,2,0,0,0,16,17,3-5-2,3-5-2
498648,50.2,49.8,4,3,1,1,0.16,0.12,84.5,86.4,0,1,0,0,15,21,4-2-3-1,4-4-2
498651,55.7,44.3,9,8,5,3,1.91,0.32,75.7,77.4,2,1,0,0,15,16,4-4-2,4-2-3-1
498654,53.6,46.4,12,5,7,3,2.39,0.2,73.8,92.9,2,2,0,0,18,16,4-3-3,4-4-2
498659,48.4,51.6,12,9,6,2,1.58,2.52,89.1,87.2,0,1,0,0,20,15,3-5-2,4-2-3-1
498662,48.3,51.7,8,10,5,6,2.8,2.49,79.0,75.8,1,1,0,0,10,21,4-4-2,4-4-2
498657,52.5,47.5,9,7,3,5,1.32,0.28,85.0,89.7,1,1,0,0,16,11,4-3-3,4-4-2
498660,45.8,54.2,7,8,0,5,0.28,1.79,91.1,82.0,1,0,0,0,21,15,4-4-2,4-3-3
498655,54.2,45.8,9,9,5,4,3.15,1.27,79.7,74.7,3,2,0,0,15,16,4-4-2,4-2-3-1
498656,46.7,53.3,6,11,3,5,1.2,3.85,82.3,74.4,0,2,0,0,11,17,3-5-2,4-2-3-1
498661,51.1,48.9,10,10,3,8,1.81,2.5,73.9,84.3,2,2,0,0,10,8,4-2-3-1,3-5-2
498653,59.4,40.6,11,9,5,3,2.74,0.36,90.2,89.0,1,3,0,0,13,18,4-4-2,4-4-2
498658,50.9,49.1,10,8,8,2,3.5,1.32,88.4,83.7,2,3,0,0,20,21,4-3-3,4-3-3
498666,55.5,44.5,4,6,2,2,1.4,1.1,90.5,79.8,0,0,0,0,17,13,4-3-3,4-3-3
498671,45.5,54.5,7,4,0,1,0.28,0.16,79.5,91.9,1,0,0,0,19,13,4-3-3,4-3-3
498665,56.7,43.3,8,8,4,6,2.15,1.28,73.7,86.2,1,2,0,0,20,21,4-3-3,4-3-3
498668,53.9,46.1,6,6,2,3,2.1,0.24,90.2,82.3,1,1,0,1,20,16,4-4-2,4-3-3
498672,51.0,49.0,11,4,9,2,3.65,0.93,79.5,91.0,1,2,0,0,12,8,4-4-2,4-2-3-1
498667,46.4,53.6,10,10,6,6,1.15,1.26,72.3,78.0,2,2,0,0,16,11,4-3-3,4-4-2
498663,48.6,51.4,6,9,4,2,2.1,1.18,77.4,86.0,2,2,0,0,14,19,4-4-2,4-4-2
498669,41.9,58.1,8,12,3,9,1.38,4.2,80.5,82.9,0,3,0,0,11,20,4-2-3-1,4-2-3-1
498670,54.8,45.2,9,4,6,1,1.31,1.04,92.7,85.9,1,2,1,0,9,17,4-2-3-1,4-3-3
498664,48.9,51.1,4,6,1,4,0.87,2.1,72.4,82.0,1,2,0,0,14,12,4-2-3-1,4-4-2
498679,52.1,47.9,8,11,3,4,1.22,0.44,81.0,83.9,3,3,0,0,10,18,4-4-2,3-5-2
498673,49.7,50.3,5,10,1,7,0.2,1.89,92.8,86.0,1,3,0,0,18,12,4-3-3,4-3-3
498677,48.3,51.7,7,3,2,1,2.32,0.87,87.7,72.8,2,1,0,0,20,21,4-4-2,3-5-2
498678,48.2,51.8,8,11,5,4,0.32,0.44,73.5,82.1,3,3,0,0,13,21,4-3-3,4-2-3-1
498680,53.7,46.3,13,8,7,2,2.87,2.2,89.3,76.0,0,1,0,0,20,18,4-3-3,4-3-3
498676,51.4,48.6,3,8,0,1,0.12,0.32,79.4,75.7,3,3,0,0,20,17,4-3-3,3-5-2
498675,55.5,44.5,8,9,1,2,1.24,0.36,80.7,76.6,2,2,0,0,11,20,4-2-3-1,4-4-2
498681,46.9,53.1,7,8,3,3,1.11,1.17,85.6,81.8,2,0,1,0,16,21,4-4-2,4-4-2
498682,44.2,55.8,5,10,3,3,0.97,2.5,75.3,92.4,2,1,0,0,20,9,4-2-3-1,4-2-3-1
498674,47.4,52.6,5,10,0,5,0.2,1.43,86.9,92.0,3,2,0,0,10,21,4-4-2,4-2-3-1
498691,45.8,54.2,5,10,1,6,1.16,2.1,78.0,90.5,2,2,0,0,11,16,4-4-2,4-2-3-1
498687,51.5,48.5,14,12,7,5,2.5,0.48,89.8,80.0,2,1,0,0,16,20,4-3-3,4-4-2
498689,49.1,50.9,7,6,3,1,1.06,1.05,79.3,84.0,2,2,0,0,14,9,3-5-2,4-3-3
498690,56.2,43.8,10,5,3,0,2.96,0.2,81.2,78.4,0,0,0,0,11,18,3-5-2,4-2-3-1
498685,55.6,44.4,10,12,8,7,3.5,2.17,79.9,88.0,1,2,0,0,14,20,4-4-2,4-3-3
498686,46.4,53.6,8,12,2,5,1.41,1.26,86.5,82.7,1,0,0,0,12,15,4-4-2,4-4-2
498683,50.7,49.3,12,6,6,4,1.24,1.34,85.2,88.5,1,3,0,0,21,10,3-5-2,4-2-3-1
498692,51.7,48.3,9,7,4,4,1.41,0.28,82.7,82.5,0,0,1,0,11,8,4-2-3-1,4-2-3-1
498684,46.0,54.0,10,4,4,2,1.45,1.16,73.1,84.6,0,1,0,0,22,8,3-5-2,4-2-3-1
